,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
10686,HVIOL-282222,2016-02-04 10:36:10,Closed,CMR410.501 B,,Weathertight Doors,12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
10687,HVIOL-282220,2016-02-04 10:32:34,Closed,CMR410.201,,Temperature Requirements - Min. 68F between 7:00 AM and 11:00 PM; atleast 64F between 11:01 PM and 6:59 AM; Temp shall at no time exceed 78F during heating season.,12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
10688,HVIOL-282220,2016-02-04 10:32:34,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",12,,Bay State,RD,Boston,MA,02215,05,57 Broadlawn Pk,,chestnut hill,MA,02467,182646,42.35017000003066,-71.09343000128885,"42.35017000003066 , -71.09343000128885",Fenway / Kenmore
10690,HVIOL-282217,2016-02-04 10:27:07,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Murdock,TER,Brighton,MA,02135,22,609 COLUMBUS AVE #6-Q,,new york,NY,10024-1456,99527,42.35202000037519,-71.1463300008353,"42.35202000037519 , -71.1463300008353",Brighton
10703,HVIOL-281923,2016-02-03 10:36:18,Closed,CMR410.150 D,,"Sinks, Toilets, Tubs, Showers (Fixtures) - Shall have a smooth and impervious surface free from defects",545,,Blue Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,190075,42.30672999997169,-71.0846600012717,"42.30672999997169 , -71.0846600012717",Roxbury
10704,HVIOL-281923,2016-02-03 10:36:18,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",545,,Blue Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,190075,42.30672999997169,-71.0846600012717,"42.30672999997169 , -71.0846600012717",Roxbury
10705,HVIOL-281923,2016-02-03 10:36:18,Closed,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",545,,Blue Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,190075,42.30672999997169,-71.0846600012717,"42.30672999997169 , -71.0846600012717",Roxbury
10706,HVIOL-281923,2016-02-03 10:36:18,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",545,,Blue Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,190075,42.30672999997169,-71.0846600012717,"42.30672999997169 , -71.0846600012717",Roxbury
10707,HVIOL-281882,2016-02-03 09:18:07,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",15,,Maple,ST,Dorchester,MA,02121,12,"C/O CRUZ MGMT CO, STE 300",434 MASSACHUSETTS AVE,boston,MA,02118-3522,268016,42.309737176597565,-71.08529132210344,"42.309737176597565 , -71.08529132210344",Roxbury
10708,HVIOL-281882,2016-02-03 09:18:07,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",15,,Maple,ST,Dorchester,MA,02121,12,"C/O CRUZ MGMT CO, STE 300",434 MASSACHUSETTS AVE,boston,MA,02118-3522,268016,42.309737176597565,-71.08529132210344,"42.309737176597565 , -71.08529132210344",Roxbury
10709,HVIOL-281882,2016-02-03 09:18:07,Closed,CMR410.503 A,,Protective Railings and Walls - Safe handrail for every stairway,15,,Maple,ST,Dorchester,MA,02121,12,"C/O CRUZ MGMT CO, STE 300",434 MASSACHUSETTS AVE,boston,MA,02118-3522,268016,42.309737176597565,-71.08529132210344,"42.309737176597565 , -71.08529132210344",Roxbury
10710,HVIOL-281882,2016-02-03 09:18:07,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",15,,Maple,ST,Dorchester,MA,02121,12,"C/O CRUZ MGMT CO, STE 300",434 MASSACHUSETTS AVE,boston,MA,02118-3522,268016,42.309737176597565,-71.08529132210344,"42.309737176597565 , -71.08529132210344",Roxbury
10713,HVIOL-281845,2016-02-03 08:34:59,Closed,CMR410.504 A,,"Non-Absorbent Surfaces - A non-absorbent floor surface of a bathroom, kitchen and pantry.",7,,Morse,ST,Dorchester,MA,02121,14,1544 Columbus Ave,,roxbury,MA,02119,277702,42.303969999981895,-71.07848000125074,"42.303969999981895 , -71.07848000125074",Roxbury
10714,HVIOL-281845,2016-02-03 08:34:59,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",7,,Morse,ST,Dorchester,MA,02121,14,1544 Columbus Ave,,roxbury,MA,02119,277702,42.303969999981895,-71.07848000125074,"42.303969999981895 , -71.07848000125074",Roxbury
10716,HVIOL-281845,2016-02-03 08:34:59,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",7,,Morse,ST,Dorchester,MA,02121,14,1544 Columbus Ave,,roxbury,MA,02119,277702,42.303969999981895,-71.07848000125074,"42.303969999981895 , -71.07848000125074",Roxbury
10718,HVIOL-281835,2016-02-03 08:26:38,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",277,,Centre,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,Ma,02130,203481,42.32336999997995,-71.10124000120335,"42.32336999997995 , -71.10124000120335",Jamaica Plain
10720,HVIOL-281578,2016-02-02 09:41:44,Closed,CMR410.551,,Screens for Windows - Owner shall provide screens for all windows on the first 4 floors opening directly to the outside; shall be tight fitting; shall cover opening part of window designed to open,301,,Fuller,ST,Dorchester,MA,02124,17,C/O TOM DOOLEY                    ,60 PROSPECT HILL DR               ,weymouth,MA,02191-2214,61182,42.28038000033095,-71.0796400014234,"42.28038000033095 , -71.0796400014234",Mattapan
10721,HVIOL-281578,2016-02-02 09:41:44,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",301,,Fuller,ST,Dorchester,MA,02124,17,C/O TOM DOOLEY                    ,60 PROSPECT HILL DR               ,weymouth,MA,02191-2214,61182,42.28038000033095,-71.0796400014234,"42.28038000033095 , -71.0796400014234",Mattapan
10722,HVIOL-281578,2016-02-02 09:41:44,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",301,,Fuller,ST,Dorchester,MA,02124,17,C/O TOM DOOLEY                    ,60 PROSPECT HILL DR               ,weymouth,MA,02191-2214,61182,42.28038000033095,-71.0796400014234,"42.28038000033095 , -71.0796400014234",Mattapan
10723,HVIOL-281578,2016-02-02 09:41:44,Closed,CMR410.481,,POST OWNER NAME,301,,Fuller,ST,Dorchester,MA,02124,17,C/O TOM DOOLEY                    ,60 PROSPECT HILL DR               ,weymouth,MA,02191-2214,61182,42.28038000033095,-71.0796400014234,"42.28038000033095 , -71.0796400014234",Mattapan
10724,HVIOL-281433,2016-02-01 15:28:00,Closed,CMR410.354 C,,"Metering of Electricity, Gas and Water - If Owner is not required to pay electrical and gas.  The owner must install piping and meters that serve on that unit.",431,,Seventh,ST,South Boston,MA,02127,07,2 copperbeach circle,,westborough,MA,01581,308934,42.33202000001761,-71.04269000119885,"42.33202000001761 , -71.04269000119885",South Boston
10725,HVIOL-281432,2016-02-01 15:23:45,Closed,CMR410.481,,POST OWNER NAME,3147,,Washington,ST,Jamaica Plain,MA,02130,11,320 Washington St,suite 3ff,brookline,MA,02445,331078,42.31396999996824,-71.10038000119387,"42.31396999996824 , -71.10038000119387",Jamaica Plain
10726,HVIOL-281431,2016-02-01 14:56:05,Closed,CMR410.481,,POST OWNER NAME,39,,Walnut,PARK,Roxbury,MA,02119,11,810 Parker St,,roxbury,MA,02120,327861,42.31744999998948,-71.0989000012457,"42.31744999998948 , -71.0989000012457",Roxbury
10727,HVIOL-281431,2016-02-01 14:56:05,Closed,CMR410.552,,Screens for Doors - Owner shall provide screens for all doorways opening directly to the outside from any dwelling unit or rooming unit; shall be tight fitting; equipped with self-closing device except where screen is designed to slide to the side.,39,,Walnut,PARK,Roxbury,MA,02119,11,810 Parker St,,roxbury,MA,02120,327861,42.31744999998948,-71.0989000012457,"42.31744999998948 , -71.0989000012457",Roxbury
10728,HVIOL-281431,2016-02-01 14:56:05,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",39,,Walnut,PARK,Roxbury,MA,02119,11,810 Parker St,,roxbury,MA,02120,327861,42.31744999998948,-71.0989000012457,"42.31744999998948 , -71.0989000012457",Roxbury
10729,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.552,,Screens for Doors - Owner shall provide screens for all doorways opening directly to the outside from any dwelling unit or rooming unit; shall be tight fitting; equipped with self-closing device except where screen is designed to slide to the side.,435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10730,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10731,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.551,,Screens for Windows - Owner shall provide screens for all windows on the first 4 floors opening directly to the outside; shall be tight fitting; shall cover opening part of window designed to open,435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10732,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10733,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10734,HVIOL-281430,2016-02-01 14:47:28,Closed,CMR410.481,,POST OWNER NAME,435,,Walnut,AVE,Jamaica Plain,MA,02119,11,320 Washington St,suite 3ff,brookline,MA,02445,327537,42.31238000002895,-71.09713000128555,"42.31238000002895 , -71.09713000128555",Roxbury
10735,HVIOL-281428,2016-02-01 14:31:34,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",233,,Highland,ST,Roxbury,MA,02119,11,103 HIGHLAND AVE,,watertown,MA,02128,73740,42.323380000402416,-71.09514000098653,"42.323380000402416 , -71.09514000098653",Roxbury
10736,HVIOL-281428,2016-02-01 14:31:34,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",233,,Highland,ST,Roxbury,MA,02119,11,103 HIGHLAND AVE,,watertown,MA,02128,73740,42.323380000402416,-71.09514000098653,"42.323380000402416 , -71.09514000098653",Roxbury
10737,HVIOL-281428,2016-02-01 14:31:34,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",233,,Highland,ST,Roxbury,MA,02119,11,103 HIGHLAND AVE,,watertown,MA,02128,73740,42.323380000402416,-71.09514000098653,"42.323380000402416 , -71.09514000098653",Roxbury
10738,HVIOL-281425,2016-02-01 14:16:07,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",76,,Walnut,PARK,Roxbury,MA,02119,11,891 Centre St,,jamaica plain,MA,02130,327714,42.31476999996056,-71.09467000123212,"42.31476999996056 , -71.09467000123212",Roxbury
10739,HVIOL-281425,2016-02-01 14:16:07,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",76,,Walnut,PARK,Roxbury,MA,02119,11,891 Centre St,,jamaica plain,MA,02130,327714,42.31476999996056,-71.09467000123212,"42.31476999996056 , -71.09467000123212",Roxbury
10740,HVIOL-281422,2016-02-01 13:17:56,Closed,CMR410.150 D,,"Sinks, Toilets, Tubs, Showers (Fixtures) - Shall have a smooth and impervious surface free from defects",74,,Weld Hill,ST,Jamaica Plain,MA,02130,11,74 Weld Hill St,#1,jamaica plain,MA,02130,333884,42.29733000003316,-71.11129000124612,"42.297330000033156 , -71.11129000124612",Roslindale
10741,HVIOL-281422,2016-02-01 13:17:56,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",74,,Weld Hill,ST,Jamaica Plain,MA,02130,11,74 Weld Hill St,#1,jamaica plain,MA,02130,333884,42.29733000003316,-71.11129000124612,"42.297330000033156 , -71.11129000124612",Roslindale
